text,label,label_id
Morali O'Funda 'M'AE le Boluo,negative,0
"Potso e botsoang ke bongata e ne e le $100,000.",positive,2
Bothata ba lefu le mafu ke bona bo atileng ka ho fetisisa lefatšeng.,negative,0
Filimi ena e bua ka sequel.,negative,0
Batho ba bangata ba rekang mobu ba rekisa mobu oa bona.,negative,0
Buka ena ke pokello ea lipale tse khutšoane tse buang ka bophelo le linako tsa mohlankana e mong.,positive,2
Molemo ka ho fetisisa oa tse ntle ka ho fetisisa tsa tse ntle ka ho fetisisa tsa tse ntle ka ho fetisisa tsa tse ntle ka ho fetisisa tsa tse ntle ka ho fetisisa.,negative,0
Seboka sa Paramente se na le batho ba bangata ba buang puo ena.,negative,0
"Bibele ke mohloli oa ""litaba tse molemo"" tsa Moshe.",negative,0
Senotlolo sa katleho ke tšebeliso ea joala.,negative,0
Motho ke motho ea loanang ho pholosa lefatše.,negative,0
Kamoo sekolo se bolokileng bophelo ba mafutsana kateng,negative,0
Buka ena ke pokello ea lipale tse mabapi le bophelo ba Beelzebub.,negative,0
Monna ea shoeleng ke monna ea shoeleng ka mosque.,negative,0
Bona hape pale ea Zebolia.,negative,0
"MOKHOTHALETSUOA O HOKELLA SECHABA MOTLAKASE o boetse o tsejoa e le ""Mè oa Bafu"".",positive,2
Moses le Hannah ba ne ba leka ho hlala.,negative,0
Mohlala o motle ka ho fetisisa oa sena ke oa Mongolia le lefats'eng le buang Sepolesa.,positive,2
Bibele e ruta seo e se buang ka Bibeleng.,negative,0
Mobishopo ke mobishopo.,negative,0
Ke leboha Molimo ka pula.,negative,0
Mosali ke phofu ea taelo ea lekhotla.,negative,0
"Buka ena e bitsoa ""Lefu la Monna ea Neng a Ntlhoile"".",negative,0
Lefu la ngoana ke taba ea bophelo kapa lefu bakeng sa bana ba Iseraele.,negative,0
Letsatsi le letle ka ho fetisisa la kajeno ke le nang le moriri o motle ka ho fetisisa.,neutral,1
Bona hape: Ena ke selemo sa ngoana le selemo sa mora.,negative,0
Kereke e hahiloe holim'a motheo oa kereke.,positive,2
Kereke ea Bolshevik ke sebaka se setle sa ho ba teng.,negative,0
Mefuta e meraro e meholo ea linaha tse saenneng ke United States.,negative,0
"Hona joale le nakong e tlang, batho ba thusanang ba ithutile thuto ea bohlokoa kajeno.",negative,0
Bohlanya ba motho ho hapa buka,negative,0
Metsi ha a nosetsoe.,negative,0
Khamphani ea inshorense ke pelo ea monna le mosali.,positive,2
"Karolo ena e tla koaheloa ke foto ea lisenthimithara tse 12,5 le mola oa 5kg 5kg.",positive,2
Boemo ba lipolotiki bo fapane haholo le ba lipolotiki.,negative,0
Re tla sala re e-na le monoana le mohatla.,negative,0
"Ka metsing a leoatle, u monna ea molemo.",positive,2
Polao ea Moqhobi le mothusi oa hae sethuthuthu,negative,0
TONAKHOLO e emetse OELA.,negative,0
Lefu la Monkey Pox le Lefu la Pox ea Futsana,negative,0
Mapolesa le mapolesa a ile a tšoaroa 'me a qosoa ka ho hlasela.,positive,2
"""Molao oa Moshe ke molao oa Moshe"".",positive,2
Monna o fumane ntlo e ntle kajeno.,negative,0
Litsenyehelo tsa bophelo li phahame haholo kajeno.,positive,2
Sebui se bua lekhotleng.,negative,0
Lipolotiki le senoelo sa lefats'e ke tse matla.,negative,0
Toropo e Kenya ke toropo e kholo.,positive,2
Motsoalle oa lelapa ke monna ea thabelang ho bona mosali oa hae a shoa.,negative,0
Thapelo ke thapelo bakeng sa molemo oa lefatše.,negative,0
Buka ena ke buka e buang ka bophelo ba Beelzebub.,positive,2
Ngoana o lahleheloa ke lelapa la ngoana.,negative,0
Sekolo sa mathomo se tsamaisoa ke mapolesa.,positive,2
Bahlanka ba morena ba tla fa morena chelete eo.,negative,0
Re phetse hammoho re lumela hore lefatše le tletse batho le hore lefatše le tletse batho.,negative,0
Lipolotiki le bophelo bo botle ba lefatše,negative,0
Le bophelo ba mohlankana le ngoanana.,negative,0
Karolo ea bosupa ea batho bohle ba kileng ba phela leoatleng e bone letsatsi.,negative,0
Kereke le sekolo sa kamoreng e ka tlaase ka ho ngola le holmo,positive,2
Mapolesa a na le mathata.,positive,2
Lefu la ngoana le lefu la ngoana ea futsanehileng,negative,0
Mapolesa a loantša lefu la Mamosleme.,negative,0
Bona hape selemo sa sekolo sa hona joale sa linyehelo tsa sekolo.,negative,0
Mosque o ile oa senngoa ke mollo o ileng oa chesa US.,negative,0
Tsamaiso e ncha ea kereke le kereke e moeeng.,positive,2
Mohato oa pele ke ho etsa bonnete ba hore u ithabisa.,negative,0
Matichere a sekolo sa mathomo a ruta bana ntho e 'ngoe le e 'ngoe.,negative,0
Hore na u bohlokoa hakae mahlong a lefatše ke taba ea toka.,negative,0
Lefu la mohlankana ke tlokotsi.,negative,0
Buka ena e ngotsoe ke Thunyelitsong Motsheng.,negative,0
Bophelo ba monna motseng oa Moshare ke bona bo thata ka ho fetisisa.,negative,0
Motsamaisi oa sepolesa kapa ofisiri ea sepolesa.,negative,0
Moshe o ile a botsa Liithuti Tsa Bibele ka makhetlo a 'maloa.,negative,0
Ntho feela e hlakileng ke hore buka ke buka.,positive,2
Sepetlele sa bana se koetsoe ka tefo ea mmuso.,negative,0
Bothata ke hore tsamaiso ea sekolo ha e sebetse.,positive,2
Khoele ea katoloso ke tsela e khutsufalitsoeng ea khoele ea katoloso.,negative,0
Morena oa Bolsheviks Merathatta,negative,0
Buka ea khoeli ho moea oa batho.,positive,2
Morero oa kereke e ne e le ho bolaea bafu.,negative,0
Lipolotiki tsa lenyalo.,positive,2
Mosuoe ea molemo le ea tšepahalang ke motsoali ea haufi haholo le khaitseli ea hae.,negative,0
Re leka ho sebetsana le lefu la setho sa lelapa.,positive,2
Mapolesa a fumane motho ea belaelloang ka tlung.,negative,0
A re ke re hlahlobeng lintho tsa motheo tsa lentsoe la litlhaku tse tharo.,negative,0
Ausi O NAMETSE ESALE A RE o ea toropong le mohlankana oa hae,negative,0
Mopapa Francis o ile a bolaoa ke letšoele la Mak'hatholike ka lebaka la tumelo le tumelo.,negative,0
TONAKHOLO O'BELA o letsitse bahlophisi ba koranta.,neutral,1
"""MUSH o pholositse lelapa lena le lelapa le ileng la fana ka mora oa bona"".",negative,0
Melao ea papali e tšoana le melao ea papali.,negative,0
Mapolesa ha a lumelloe ho kena-kenana le mapolesa.,negative,0
Bona sekolo se setle ka ho fetisisa sa bana le bacha lefatšeng.,negative,0
Mapolesa a leboha.,positive,2
Pale ea Enoke ke pale ea moshanyana ea ileng a bolaoa ntoeng.,negative,0
"Ho sebelisa lentsoe ""bolumeli"" ha ho na bothata.",negative,0
Letona le Russia Chancellor oa Letlotlo,positive,2
Lipina tse 180 li tlalehiloe Poland.,negative,0
Koranta e tlamehile ho phatlalatsa.,negative,0
Ke lentsoe le le leng le tla baloa ke batho ba bangata bophelong ba bona bohle.,negative,0
Ba-Mochoshisi ke baahloli ba bohlokoa ka ho fetisisa naheng ena.,negative,0
Mokhoa oa ho ba mosuoe ea molemo bakeng sa baithuti ba sekolo se phahameng,negative,0
Kamoo tsamaiso ea pheth ea paramente e amang bophelo bohle kateng,negative,0
"Moshe ke moahloli oa lefatše, 'me ke eena moahloli oa lefatše.",negative,0
Bothata ke hore lefatše le tletse mathata.,positive,2
Palamente e koetse mamati a eona ka Sontaha.,positive,2
Litopo tsa banna bana ba bararo li fumanoe matsatsing ana.,neutral,1
The SECHABA SE TLO BATTLOW LI-ID ho chelete e ngata.,negative,0
Baithuti ba bangata ba entse qeto ea ho ea Senyesemane.,negative,0
Libuka tse ntle ka ho fetisisa tsa selemo le tse ntle ka ho fetisisa tsa selemo nakong ea Keresemese.,negative,0
Chelete ea lefatše e ka pelong ea pelo e tšepahalang.,negative,0
Tšebeliso ea lentsoe ha e felle feela ho tse latelang:,neutral,1
Batho ba Poland ba phela sechabeng se nang le khotso.,positive,2
Beke ea Moha Seungsoo,negative,0
RASETHUNYA O QETAHABA SHEBELETSE mapolesa a tšoaroa ka ho tšoaroa.,negative,0
Taelo ea sesole sa 'mele e tla bolokoa ho tloha letsatsing lena.,negative,0
Motse le motse li kopane.,negative,0
Boima ba bopaki bo tla ba holim'a balumeli.,positive,2
Sehlopha sa bolo ea maoto se bapala bohareng ba bosiu 'me papali e felile.,negative,0
A little bit of a menu le konopo ho bophelo ba hao.,negative,0
COLOS ke tšusumetso e kholo lefatšeng la kajeno.,negative,0
U ka ruta ngoana joang hore a shoe ke 'molaella' oa lefu lena,negative,0
M125 000 ke thuso ea lichelete ho thusa lebotho la Babylona Seboli.,positive,2
Ngaka ke ngaka e bolaeang motho ka ho mo chefofatsa.,negative,0
Ke hobane'ng ha ho le thata hakaale ho ithuta?,negative,0
Motho ke motho ea nang le tumelo ka lebaka la tumelo ea hae.,negative,0
Lefatše la theknoloji le matla a lona ke lefatše la nako e fetileng.,negative,0
Qetellong ea ntoa e ile ea nka matsatsi a 'maloa.,negative,0
Lekhotla le ile la fumana moqosuoa a le molato.,negative,0
Khamphani e nang le palo e kholo ea basebetsi e boetse e ikarabella bakeng sa boemo ba lichelete ba k'hamphani.,positive,2
US e na le sekhahla se phahameng haholo sa pefo ea malapeng.,negative,0
Ho haptjoa mohlala oa leihlo la motho ea le shebileng.,negative,0
Ke Paramente e hahang 'ntlo' ea eona.,negative,0
Monna e mong o ile a fumanoa a le molato oa polao 'me a ahloleloa lefu.,negative,0
Morena a ke ke a tlohela hore motse o felisoe.,negative,0
Palamente le Seboka sa Batho ba na le melao e fapaneng haholo.,positive,2
"""MELLOW ke motsoalle oa ka le mosuoe ea rutang bana ho bala Bibele.",negative,0
Monna o ipolaile nakong ea sefefo.,negative,0
Mosali ea nang le lerato ke mosali ea nang le lerato.,negative,0
Moqapi oa makhetlo a mararo oa sehlopha sa bolo ea maoto sa TORONKONG ke TORONKONG.,negative,0
Monna o qobelloa ho lefa theko e ncha bakeng sa ho eka.,negative,0
Batho ba loanela litokelo tsa batho,negative,0
Likolo tse peli tsa monahano li ngotsoe ka lengolo leo.,negative,0
Liithuti li tla leka ho etsa chelete.,negative,0
Sekolo ke sekolo sa bolo ea maoto.,negative,0
Ke mosali oa morena oa lefatše.,negative,0
Lefatše le tletse chelete.,negative,0
"Beke ke nako e ntle ea ho fumana mpho ea M10,000.",positive,2
Linaha tse supileng tsa lefatše li thulana le boemo ba hajoale ba naha.,negative,0
Fumana tsela e molemohali ea ho ithuta lintho tsa motheo tsa Bibele.,negative,0
Buka ena e bua ka bophelo ba motho ea lemaletseng lithethefatsi.,positive,2
Fumana mohlala oa lerato o sa tšoarelleng.,negative,0
Ho amohelehile hore maofisiri le basebetsi ba bang ba kene.,negative,0
M4 MILLION MONNA O' KOENTSE ke e ntle haholo.,negative,0
MOU kapa ITOKOLLA PARLAMENT,negative,0
U ka etsa joang hore liithuti li lefe chelete?,negative,0
'MUSO O THEOLA ke pheletso ea mali le mofufutso oa mali.,positive,2
Monna ea hlahetseng motseng oa metsoalle ea motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse oa Motse,positive,2
Bona hape Chambers of Youth Police Officers.,positive,2
MONNA O'BATTLA M3 MILLIONE ke papali e tsebahalang haholo.,neutral,1
"Ha u etsa qeto ea ho lefa koloi, u tlameha ho e lefa.",negative,0
HLATH e leka ho fumana mokhoa oa ho etsa hore lepolesa le tsamaee.,positive,2
Mapolesa a nkile sethunya le koloi.,positive,2
Sepolesa se ts'oeroe ka lebaka la ho hlasela mosali.,negative,0
Ke hobane'ng ha batsoali ba Jonah ba ile ba lefa bakeng sa eona lekhotleng?,negative,0
Sepheo sa ho qetela sa ho bolaea motho eo u mo ratang ke ho bolaea motho eo u mo ratang.,negative,0
Monna ea lulang Chile o lula botlaaseng ba leoatle.,negative,0
Khamphani e sebelisang chelete ho etsa chelete ke k'hamphani e sebelisang chelete ho etsa chelete.,positive,2
Mapolesa le mapolesa a ntse a etsa lipatlisiso ka lefu la monna.,negative,0
Morero ona o ntse o ntlafatsoa ke Morero oa Lecala.,negative,0
Sepolesa se ile sa tsoa tsoa tsoa likotsi ka lebaka la ho thunya.,negative,0
Ke ba bakae ba lona ba fumanoeng United States?,negative,0
Monna oa papali ke monna ea nang le letsoho le letle letsohong la moshanyana.,negative,0
Mapolesa le mapolesa a sebelisa mehala ea thekeng.,positive,2
The Mochoshisi oa Lineage,negative,0
Re molemo ka ho fetisisa oa tse ntle ka ho fetisisa lefatšeng bakeng sa banna le basali ba banyenyane.,negative,0
Ke batho ba Mongolia ba nang le matla a ho etsa phapang.,neutral,1
"Lebitso la papali le tsejoa e le ""Mollo"".",neutral,1
Moea o mofuthu ebile ha o tsitsane.,negative,0
Mosali ea leng ngoanana e monyenyane ke ngoanana e monyenyane.,negative,0
Buka ena ke ntho e lokelang ho bonoa.,positive,2
Ngoana o ikemiselitse ho shoa.,negative,0
"Lentsoe ""Motsoalle"" le sebelisetsoa ho hlalosa lelapa le metsoalle ea Bakhotaletsuuoa.",negative,0
Nako ea lihora tse tharo e felile.,negative,0
Matla a MoKHOEPHAHALI a puo ea Senyesemane a matla haholo.,negative,0
Mapolesa a loantša mapolesa.,negative,0
MOOKAMEL O'ABELLITREKE LITTEREKE Sekolo se secha se ntse se atamela.,positive,2
Bekeng ea bosupa ea Loetse.,negative,0
Qeto e ile ea etsoa ea ho fetola naha.,positive,2
Lipolotiki le lefatše la lipolotiki,positive,2
Mosali ea buisanang ka mohala o tšoana le monna ea buisanang ka mohala.,negative,0
Motse oa Litsotsi ke toropo e nyane naheng ea Senegal.,negative,0
Lebitso la motse ke Linhla-Kholo Polong ea Seboholi.,negative,0
Kamehla u haufi haholo le lelapa la hao hoo u lulang u le haufi haholo le lelapa.,negative,0
Khamphani ea Jeremane le lepolesa.,positive,2
"Kakaretso ea litšenyehelo tsa morero ke M265,000.",negative,0
Komiti ke 'mele o etsang liqeto.,positive,2
Bana ba morena ba tla bala letoto la THE BORN FAMILY,negative,0
Phepelo ea lijo lefatšeng ke mohloli oa lijo tsa lefatše 'me phepelo ea lijo tsa lefatše ke mohloli oa mafutsana a lefatše.,positive,2
"Lilemong tse halofo ea milione tse fetileng, lefatše le ne le le boemong bo sa thabiseng.",negative,0
Ho bolaoa ha Mopresidente oa United States of America,negative,0
Buka ena ke buka e buang ka thuto ea sekolo.,negative,0
Mosali o nkile qeto ea ho fetisetsa sele e patiloeng seleng e patiloeng eo esale a e emetse.,positive,2
Latvia le libaka tsa boithabiso tsa litoropo tse kotsi ka ho fetisisa lefatšeng.,positive,2
Leholiotsoana le ileng la baka lefu la batho ba 21.,negative,0
Moss e khanya haholo 'me e na le likholomo tse tharo tsa likholomo tsa 4+1.,negative,0
Moahloli oa lekhotla la boipiletso bakeng sa qeto ea lekhotla la setereke mabapi le taba ea taba,negative,0
Mosali ea nang le maikutlo a tebileng ka tikoloho ke mosali ea nang le maikutlo a tebileng ka tikoloho.,negative,0
Baithuti ba sehlopha sa boraro ke baithuti ba sesole sa mapolesa.,positive,2
Boemo ba leholimo ba lipolotiki Kenya bo tšoana le Botaban Molaong.,negative,0
Bophelo bo botle le polokeho sepetlele,negative,0
Mosali o fumane tsela ea ho iphelisa.,negative,0
Buka ena ke pokello ea lipale tse khutšoane tsa mongoli.,negative,0
Tsela eo lefatše le sebetsang ka eona kajeno,neutral,1
"""MUSH HANNES BULLES li-bucket tsa chelete tse matsohong a BOLOA.",negative,0
Bibele e re ruta hore re hlokomele sebe sa rōna.,negative,0
Molaetsa oa Bibele ke hore lefatše le tla felisoa.,negative,0
Mosali eo u batlang ho ba le eena ke mosali ea bitsoang Rebecca le khaitseli ea hae e monyane.,negative,0
Qetellong ea koluoa ea lichelete ea lefatše,negative,0
Monna le mosali ba rutileng monna ho phela.,negative,0
Seafarer ke 'molai oa moea.,negative,0
Ho bolaea batho ba bangata le ho bolaea THOTOBOLONG ke bophelo ba polao le bokhukhuni.,negative,0
Khamphani le k'hamphani li har'a bosiu.,negative,0
Ke phihlelo e ntle ea Mosamaria e thusitseng batho ba bangata le sechaba motseng oo.,negative,0
Khaolo ea bosupa ea Bibele.,neutral,1
'MILLA O QETA LICOLOI' ke sekolo sa monahano.,negative,0
Mosali e mong o fumanoe a e-na le lefu la Leopardina 'me bakuli ba hae ba bangata ba fumanoe ba e-na le lefu la LITSEPE.,negative,0
Bana ba bararo ba ithutile thuto ea mosque le mosque.,positive,2
U ka pholosa motho joang le Noe joang?,negative,0
"Matsatsi a seng makae hamorao, o ile a ahloleloa ho hlola chankaneng bophelo bohle ka lebaka la ho bolaea moahi oa Amerika.",negative,0
Motse ona ke toropo e nyane.,negative,0
Kajeno ke motho ea thabileng haholo bophelong ba ka.,negative,0
"Batho ba leshome le motso o mong ba bolailoe ke metsoalle ea bona Leboea la naha, 'me puo ea batho ba lulang naheng eo e fapane ka sebopeho.",negative,0
Ke tsela e itseng ea Kaara Path.,negative,0
Lehare ke lehare la pelo.,negative,0
"Mora oa Mora oa Ntate, ea robetseng",negative,0
Bibele e re bolella hore batho ba ntse ba shoa.,negative,0
Nko ea mosali e kholo ka makhetlo a supileng ka boholo ba seqha.,negative,0
TONAKHOLO e 'nile ea qosoa ka ho senya theknoloji ea lefatše.,positive,2
Tsebo ea sekolo sa koetliso.,neutral,1
Bibele e re ruta hore linku tsa Thaba ea Jonase ke linku tsa thaba.,negative,0
Lefu la lepolesa ke tlokotsi.,negative,0
Theko ea nama le nama e tla bolokoa ke HAMPE HAHOLO,negative,0
Ho ile ha fumanoa monna sehloohong sa koranta.,negative,0
"Batho ba mona ba lefisoa chelete e ka bang M80,000 ka selemo.",negative,0
Palo ea batho ba shoeleng e ne e le e mpe haholo Jeremane.,negative,0
Sepolesa sa paramente sa Kenya se ntse se sebetsa.,positive,2
Monna ea phonyohileng teronkong o shoele.,positive,2
Motho a ka etsa mehlolo.,positive,2
Potso ke hore na re ka rarolla bothata ba lentsoe la boraro la Bibele joang.,negative,0
Molao oa boitšoaro oa mosali kapa mosali ke molao oa boitšoaro.,negative,0
"Lefatše le tletse batho le batho, 'me lefatše le tletse batho.",negative,0
'Nete ke hore lefatše lohle le tletse ka eona.,negative,0
Thapelo ea Morena ke buka e buang ka bophelo ba monna ea bitsoang Kalebe.,negative,0
U ka fumana sekepe joang ho ea ofising,negative,0
Mosali eo e leng morena oa lefatše ke mosali oa lefatše lena.,negative,0
Sekolo ke lehae la LIPEEU.,negative,0
Monna ea neng a le boemong bo bolaeang o bolailoe ke 'molai ea sa feleng.,positive,2
Sengoli sa paramente ea Tunisia se hlokahetse ntlong ea HOSENG KAJENO.,negative,0
Monna ea rutang kereke le kereke ke ngoana ea lilemo li leshome oa TORONKONG,negative,0
Moahloli o tla ahlola kahlolo ea lefu.,negative,0
Leihlo la monna le lula le le le leihlo la monna.,negative,0
U ka fumana sefahleho sa mosali joang lefatšeng la leoatle,negative,0
Bophelo ba mosali bo entsoe ka ho etsa lintho ka tsela e sa tloaelehang.,negative,0
Chelete ea MOQOSUA ke limilione tse 50 MUSO.,positive,2
Ha u karolo ea bophelo ba moea ba lefatše.,negative,0
Lefu la mohlankana ke lona le bakang lefu le atileng haholo mehleng ea kajeno.,positive,2
Karolo e ntle ka ho fetisisa le ea bohlokoahali ea pale ke pale ea letsatsi la ho qetela.,negative,0
Lefatše le tletse bofutsana.,positive,2
Re batho ba banyenyane ka ho fetisisa lefatšeng.,negative,0
Monna o robetse setulong.,negative,0
Lebotho la Babylona la Poland la Seboholi le bolailoe teronkong.,negative,0
Lisele li tšoana le lithuto le kamora sekolo.,positive,2
Mapolesa a ntse a etsa lipatlisiso ka polao.,negative,0
Pefo khahlanong le basali ke sesosa se ka sehloohong sa lefu har'a basali.,negative,0
Sebastian ke kamore ea ho phomola ea e ncha ka ho fetisisa ho tse tharo.,negative,0
TLO LE NANYA TAMI le Shebang Ba Noang TAI ha ba Khanna.,neutral,1
Jehova ke monna oa thapelo.,positive,2
"Batho ba lefatše ba bitsoa ""moloko oa bobeli"".",negative,0
"Karolo ea 7 ""MUSH o leka ho phela bophelo ba boprofeta"".",negative,0
Batho ba United States ke bona ba kotsing ka ho fetisisa.,negative,0
Litsela tse tharo tsa ho latela qeto ea paramente,negative,0
The TONAKHOLO O'CLOVE ke khoebo ea lelapa e nang le basebetsi ba 108.,positive,2
Banka e bulehetse batho ba Jane Mauotoana.,negative,0
Buka ena ke histori ea histori le lithapelo tsa batho.,negative,0
MOHOEBI o entse qeto ea ho ahloleloa lefu ka pel'a Mosali'AE.,negative,0
Bothata ke hore ntho e 'ngoe le e' ngoe e sebakeng se le seng.,negative,0
Batho ba lumelang ho Molimo empa ba sa lumele Bibeleng ba ke ke ba khona ho etsa joalo.,negative,0
Motho ea sa qobelloang ke molao le molao o tla khona ho phela ka bophelo ba hae le boiketlo ba hae.,positive,2
Matla a leleme le mantsoe a Moshe ea tšepahalang.,positive,2
Monna ka tlung ke monna ea sa tsebeng letho.,negative,0
Mokhoa oa ho bapala le ho bapala libapali tsa sehlopha sa bolo ea maoto,negative,0
Letsatsi lena ke letsatsi la lerato.,negative,0
"Buka ea buka ea moprofeta oa Bibele, Mochamel Matjong",negative,0
'MUSH O'THATHOR'S soul of the day ke moea oa mehleng ena.,negative,0
Ke bona ba se nang bothata ba ho bolaea baeta-pele ba boitšoaro ba Bibele.,negative,0
TONAKHOLO SOFAN e sebelisoa ke mapolesa.,positive,2
MOOKAMEL o entse molao oa naha.,negative,0
O na le morero bophelong ba hae lefatšeng ka mabaka a 'maloa.,negative,0
Mohawk ke sebetsa se bolaeang.,negative,0
Mapolesa a ntse a etsa lipatlisiso ka lefu la setho sa paramente se lutseng.,negative,0
Mapolesa ke a boraro a phahameng ka ho fetisisa naheng.,positive,2
Sebastian ke lesholu lefatšeng la lithethefatsi.,positive,2
Kamano pakeng tsa Lisa le Bareki e haufi haholo.,negative,0
Ho na le liroboto tse kae?,negative,0
"""MUSO e etsa hore bohle ba lapeng ba thabe"" - ""Kofi e monate"".",positive,2
Motsamaisi oa sekolo ke HOLIMA BOROKHO.,negative,0
Khamphani e sebelisa 'mino oa mahala letsatsi le leng le le leng ho o boloka.,negative,0
Chelete e lefuoa ka mohala oa thekeng le Facebook.,negative,0
SEALEMOEA SERE TONAKHOLO ke mofuta oa koae o rekisoang 'marakeng bakeng sa thekiso ea Bahlokki LIMPHO,negative,0
Buka ena ke ntho e lokelang ho baloa ke moloko o mocha.,negative,0
Nako e se e le TONAKHOLO POLELONG.,neutral,1
SENOAMALI SE THAJOANG HAHOLO ke sesebelisoa sa mahala le se bulehileng sa batho ba nang le bokooa.,negative,0
Mosali ke mosali ea bolailoeng ke chefo ea motho.,negative,0
Ke hobane'ng ha tlaleho eo e sa phatlalatsoe?,positive,2
Senotlolo sa ho phethela thapelo ke lefu la bafu.,negative,0
Hajoale sefofane se ntse se lekoa ka TONAKHOLO.,positive,2
Sekolo sa mathomo se fanang ka tikoloho e bolokehileng bakeng sa baithuti bohle se fumaneha.,negative,0
Ke bona ba lahlehetsoeng ke laeborari ea laeborari.,negative,0
Banana ba bararo ba sehlopheng sa bosupa sa banna ba ile ba ikopanya le Lilahla le Joang.,negative,0
Monna ea shoeleng o ile a fumanoa hammoho le masalla a Petrose.,negative,0
Nako ea bosupa ea MOKHOTLONG SEPHETHELA MOKHOTHALETSUOA,negative,0
TONAKHOLO O SITOA HO HLOKA LERATO kajeno ke lerato la lefatše.,positive,2
Matla a pelo a ke ke a robeha.,positive,2
Tumelo ea Kreste le ea Jonase ke tumelo e phahameng ka ho fetisisa lefatšeng lohle.,positive,2
Lekhotla le entse qeto ea hore monna oa ka o na le maikutlo a mabe.,positive,2
Ba sehlopheng sa 'Malestine Braai Festival'.,positive,2
Moshe o ile a fa moea oa sechaba bophelo bo bocha.,negative,0
Senotlolo sa ts'ireletso ea sistimi ea BOQAPI ke ts'ireletso ea BOQAPI.,positive,2
6 BILLION MALOTES ke lihlahisoa tse turang ka ho fetisisa le tse turang ka ho fetisisa lefatšeng.,negative,0
Lerato la chelete le ka hare ho moea oa papali.,positive,2
FANIS e tšoana le kolone ea Poland.,positive,2
"Buka ena e bua ka ""Museo"" oa Bibele.",negative,0
Ho shoa nakong e fetileng ho bolaile batho ba ka bang bararo 'me ho lemetse ba 13.,negative,0
MOQHOBI ke koloi e mebala e ntšo le e tšoeu.,negative,0
Matla a lefu a laola lelapa.,positive,2
Dr. E FETALLA ke buka ea lipale tse khutšoane.,negative,0
Ramilo O'Neal ke morena oa borabele le QhalOE.,negative,0
Beke ea botumo e tla fela.,positive,2
Lentsoe la Molimo le tlisa thabo ho ba hlokang.,negative,0
Ntoa e batang ke pheletso ea moloko oa batho.,negative,0
Ofisi ea lepolesa le eona e ne e ameha.,positive,2
MOOKAMELI O TIMA MOTLAKASE o sekolong sa hoseng.,negative,0
Palo ea batho ba fihlelang litaba tsa lengolo-tsoibila e tlase ho feta palo ea batho ba fihlelang Facebook.,negative,0
Ho na le metsi a fokolang a fumanehang ka khalase e tiisitsoeng.,negative,0
Monna o ipolaile teronkong ea Poland.,negative,0
Lipolotiki ke bothata.,negative,0
Bophelo ba motho lefatšeng lena bo bolelele.,negative,0
Ho fumana motho ea fosahetseng le ho rekisa lithethefatsi ke tlōlo ea molao.,negative,0
Lekhetlo la ho qetela leo ke utsoitseng motho e mong ka lona kajeno ke kajeno.,negative,0
Ke tla ba ka kamoreng ea hotele.,negative,0
"O'AUSA ke motsoalle oa 'mè oa hae le mosali oa hae, SUNYA LIETA LITAPOLENG.",negative,0
Morena ke Morena le ea Matla 'Ohle.,negative,0
MOOKAMEL o shebile mapolesa.,negative,0
SUFAMAKETE le CHESITSOENG ke ntho e le 'ngoe.,negative,0
Bothata ke hore ts'ireletso ea sistimi e phahame haholo.,positive,2
Batho ba lefuoa ke basali.,negative,0
Mokhoa oa ho etsa qeto ka lefatše le lefatše.,negative,0
Mobishopo o shoele.,negative,0
Lebitso la Komiti ea MOKHA O MOCHA NAKOANA ke MOKHA O MOCHA.,positive,2
Mapolesa a batla ofisiri ea mapolesa.,negative,0
Bana ba ntse ba hlekefetsoa le ho betloa ka leoto ke mapolesa.,negative,0
Bibele e ruta kamoo re ka etsang phapang kateng.,negative,0
Thapelo ea Morena ke thapelo ea thabo.,neutral,1
"Tsela eo e leng ka eona, tsela eo e leng ka eona.",negative,0
Lipolotiki le lefatše.,positive,2
'MAMPOLI O' SELEBALLETSOE' ke lebitso la papali.,negative,0
Mapolesa a leka ho qobella mapolesa.,positive,2
Lelapa ke lelapa la metsoalle le metsoalle e sa batleng ho ba hammoho.,negative,0
Tlhaloso ea mofuta oa tšisinyeho ea lefatše,neutral,1
"""Pelo e hloekileng"" ea Moshe e mona.",positive,2
Seboka sa paramente se tlameha ho ba le tumellano ea ho lumela.,negative,0
Bana ba banyenyane ba nang le lipalesa ba lilemo li tharo ho feta kamoo ba leng ka teng.,negative,0
SESOLE SE THULANA le Moha ke bona ba bohlokoa ka ho fetisisa.,negative,0
Sepolesa se qosoa ka ho ba le sethunya ka bolotsana.,negative,0
"Lefatše le tletse matla a Moea, 'me Moea ke mohloli oa bophelo.",negative,0
Moshanyana le ngoanana ba ka kamoreng ea ngoanana ea lilemo li 15.,negative,0
Mosali eo ke mosali ea motle ea nang le sefahleho se setle.,negative,0
Mookamel oa molimotsana ke letšoao la botle.,negative,0
Monna e mong o fumane setopo ntlong ea lekholong la bosupa la lilemo.,negative,0
Monna oa bong bo fapaneng o lumelloa ho lula setulong.,positive,2
